epoch,efficiency_accuracy,efficiency_auc,efficiency_loss,learning_rate,loss,power_loss,power_mae,val_efficiency_accuracy,val_efficiency_auc,val_efficiency_loss,val_loss,val_power_loss,val_power_mae
26,0.9873384833335876,0.9991871118545532,0.0349174402654171,0.0010000000474974513,0.6527268290519714,0.6179379820823669,0.6156084537506104,0.9927685856819153,0.9992244243621826,0.030326521024107933,0.11768428981304169,0.08736348897218704,0.24414320290088654
27,0.9874677062034607,0.9990100264549255,0.03734380006790161,0.0010000000474974513,0.6274274587631226,0.5900147557258606,0.6051294207572937,0.9912189841270447,0.9991730451583862,0.030536090955138206,0.0774766206741333,0.046169742941856384,0.18618541955947876
28,0.9887596964836121,0.999278724193573,0.032319385558366776,0.0010000000474974513,0.6272926330566406,0.5949391722679138,0.6031985282897949,0.9922520518302917,0.9991979598999023,0.029452631250023842,0.07562032341957092,0.04594947397708893,0.18300330638885498
29,0.9869509339332581,0.9991916418075562,0.034731339663267136,0.0005000000237487257,0.5878125429153442,0.5531017184257507,0.5861591696739197,0.9927685856819153,0.9992260932922363,0.029572222381830215,0.05120030790567398,0.020983997732400894,0.12004946917295456
30,0.9890180826187134,0.9992377161979675,0.03311845287680626,0.0005000000237487257,0.6095655560493469,0.5765471458435059,0.5932464599609375,0.9922520518302917,0.9992179274559021,0.031048119068145752,0.06444379687309265,0.0325080081820488,0.14245685935020447
31,0.9887596964836121,0.9990459084510803,0.03439577296376228,0.0005000000237487257,0.5920282602310181,0.5576638579368591,0.5861216187477112,0.9927685856819153,0.999186635017395,0.028540972620248795,0.041854266077280045,0.01264130137860775,0.08381732553243637
32,0.9899224638938904,0.9991660714149475,0.030658017843961716,0.0005000000237487257,0.593649685382843,0.5629479289054871,0.5915085673332214,0.9922520518302917,0.9991822838783264,0.02760176733136177,0.05915690213441849,0.03083641082048416,0.13960886001586914
33,0.9901808500289917,0.9991828799247742,0.03216719254851341,0.0005000000237487257,0.5806804895401001,0.5485522150993347,0.5821601152420044,0.9938016533851624,0.999327540397644,0.02890896238386631,0.050113484263420105,0.020549628883600235,0.1053912565112114
34,0.9897933006286621,0.9992445111274719,0.03148389607667923,0.0005000000237487257,0.5650215744972229,0.5334531664848328,0.5752838253974915,0.9932851195335388,0.999267041683197,0.02961587719619274,0.04291950538754463,0.012675737962126732,0.09202471375465393
35,0.9901808500289917,0.9993477463722229,0.03020038641989231,0.0005000000237487257,0.5324829816818237,0.5022857785224915,0.5584114193916321,0.9922520518302917,0.9993058443069458,0.03053097613155842,0.07016059011220932,0.03883855417370796,0.17873257398605347
36,0.9894056916236877,0.9992144703865051,0.032348014414310455,0.0005000000237487257,0.5535984635353088,0.5212966799736023,0.5661472678184509,0.9927685856819153,0.9992275834083557,0.0272541381418705,0.03702323138713837,0.009378173388540745,0.07315275818109512
37,0.9900516867637634,0.9989885091781616,0.03189021721482277,0.0005000000237487257,0.5547819137573242,0.5228357911109924,0.5681648254394531,0.9932851195335388,0.9992934465408325,0.028091924265027046,0.05183859542012215,0.02325446531176567,0.12232577055692673
38,0.9909560680389404,0.999295175075531,0.030632473528385162,0.0005000000237487257,0.5506673455238342,0.5202000141143799,0.5660820603370667,0.9922520518302917,0.999247133731842,0.027616264298558235,0.05850577726960182,0.03048771247267723,0.13494139909744263
39,0.9899224638938904,0.9993152618408203,0.030216602608561516,0.0005000000237487257,0.525092601776123,0.4947637617588043,0.5516642928123474,0.9927685856819153,0.9992874264717102,0.02777753956615925,0.04780799150466919,0.019734861329197884,0.1125955656170845
40,0.989534854888916,0.9988887906074524,0.03247039020061493,0.0005000000237487257,0.5412123203277588,0.5087682008743286,0.560918390750885,0.9912189841270447,0.9991553425788879,0.026998070999979973,0.0774548202753067,0.05015316233038902,0.20215250551700592
41,0.9888888597488403,0.9991818070411682,0.03337117284536362,0.0005000000237487257,0.536128044128418,0.502756655216217,0.556194543838501,0.9917355179786682,0.9993215203285217,0.02669649012386799,0.05050148442387581,0.023146692663431168,0.11543779820203781
42,0.9914728403091431,0.999177873134613,0.029654845595359802,0.0002500000118743628,0.5123425722122192,0.48270395398139954,0.5485591888427734,0.9922520518302917,0.9992977380752563,0.02825774811208248,0.050845567137002945,0.022315479815006256,0.12347210198640823
43,0.9912144541740417,0.9993696212768555,0.02913723699748516,0.0002500000118743628,0.49989619851112366,0.47075727581977844,0.53656405210495,0.9922520518302917,0.9992395043373108,0.02579331025481224,0.045058198273181915,0.018802843987941742,0.11311162263154984
44,0.9916020631790161,0.9992574453353882,0.02938217669725418,0.0002500000118743628,0.5100239515304565,0.48062264919281006,0.5467433929443359,0.9932851195335388,0.9993182420730591,0.026607753708958626,0.034575123339891434,0.007415334228426218,0.06790749728679657
45,0.9913436770439148,0.9994152188301086,0.027805613353848457,0.0002500000118743628,0.4898710548877716,0.46213647723197937,0.5328669548034668,0.9922520518302917,0.9992449283599854,0.025948304682970047,0.03217340260744095,0.005816621705889702,0.059947025030851364
46,0.9923772811889648,0.9994089603424072,0.02748972177505493,0.0002500000118743628,0.4918287694454193,0.4642985761165619,0.5334316492080688,0.9922520518302917,0.9992815852165222,0.025960516184568405,0.03737516701221466,0.010905780829489231,0.08250724524259567
47,0.9908268451690674,0.9992381930351257,0.028115496039390564,0.0002500000118743628,0.47602927684783936,0.447976678609848,0.5245319604873657,0.9932851195335388,0.9993247985839844,0.026617204770445824,0.04320405423641205,0.016027765348553658,0.10580176115036011
48,0.9923772811889648,0.9993689656257629,0.027267875149846077,0.0002500000118743628,0.49486422538757324,0.46761980652809143,0.5379200577735901,0.9927685856819153,0.9992978572845459,0.025873249396681786,0.043892186135053635,0.017310671508312225,0.11283625662326813
49,0.9921188354492188,0.9992327690124512,0.027833666652441025,0.0002500000118743628,0.48815014958381653,0.460254430770874,0.5342808961868286,0.9932851195335388,0.9993603229522705,0.02606101892888546,0.034751422703266144,0.008246508426964283,0.06807486712932587
50,0.9921188354492188,0.9992249608039856,0.028481878340244293,0.0002500000118743628,0.483735054731369,0.4552384912967682,0.5285552144050598,0.9922520518302917,0.9993927478790283,0.027623375877738,0.04318378493189812,0.015007679350674152,0.0987875908613205
51,0.9918604493141174,0.9993464946746826,0.027773132547736168,0.0001250000059371814,0.4872285723686218,0.4594130516052246,0.5304967164993286,0.9932851195335388,0.9993867874145508,0.025272104889154434,0.035240329802036285,0.009518972598016262,0.07754988223314285
52,0.9919896721839905,0.9992825388908386,0.028797635808587074,0.0001250000059371814,0.4879973530769348,0.459137499332428,0.5348469018936157,0.9927685856819153,0.9993716478347778,0.024920035153627396,0.03618568554520607,0.010772348381578922,0.09178648889064789
53,0.9913436770439148,0.9993146061897278,0.029176170006394386,0.0001250000059371814,0.48741987347602844,0.4582919180393219,0.5292177200317383,0.9927685856819153,0.9993857741355896,0.024780210107564926,0.029211191460490227,0.004073491785675287,0.05038778483867645
54,0.9916020631790161,0.9994337558746338,0.026638293638825417,0.0001250000059371814,0.46963611245155334,0.4431288540363312,0.5226978659629822,0.9932851195335388,0.9993780851364136,0.025588136166334152,0.031362637877464294,0.0053355456329882145,0.05767102912068367
55,0.9921188354492188,0.9991013407707214,0.02794783003628254,0.0001250000059371814,0.4728434979915619,0.4448965787887573,0.5204544067382812,0.9932851195335388,0.9993906021118164,0.02497319132089615,0.037526749074459076,0.012075704522430897,0.09036971628665924
56,0.9914728403091431,0.999352753162384,0.028750119730830193,0.0001250000059371814,0.4695183038711548,0.4407413601875305,0.5225828289985657,0.9932851195335388,0.9993690252304077,0.026413563638925552,0.03886962682008743,0.012061582878232002,0.08049891144037247
57,0.9919896721839905,0.9994388818740845,0.026387937366962433,0.0001250000059371814,0.47394388914108276,0.44752317667007446,0.526512622833252,0.9932851195335388,0.9993862509727478,0.025251314043998718,0.03347098082304001,0.00765263894572854,0.0725821927189827
58,0.9921188354492188,0.999436616897583,0.026804441586136818,0.0001250000059371814,0.4754694700241089,0.44865602254867554,0.5254150032997131,0.9927685856819153,0.999387800693512,0.025211740285158157,0.03182782232761383,0.006144036538898945,0.06499679386615753
59,0.9921188354492188,0.9993862509727478,0.02719203382730484,6.25000029685907e-05,0.4780005216598511,0.4508456289768219,0.5238568782806396,0.9932851195335388,0.9993883371353149,0.02505716122686863,0.03320194035768509,0.007684971205890179,0.07212147861719131
60,0.9919896721839905,0.9991061687469482,0.0273049995303154,6.25000029685907e-05,0.4598706066608429,0.4326505959033966,0.515157163143158,0.9932851195335388,0.9993948936462402,0.024976400658488274,0.033315807580947876,0.00789807178080082,0.07443782687187195
61,0.9926356673240662,0.9994224309921265,0.02670028805732727,6.25000029685907e-05,0.4586637318134308,0.43197908997535706,0.5137501358985901,0.9932851195335388,0.9994001984596252,0.024760957807302475,0.030699245631694794,0.005459243897348642,0.06167826056480408
62,0.9914728403091431,0.9994108080863953,0.027248183265328407,6.25000029685907e-05,0.4556054174900055,0.4283754825592041,0.510729193687439,0.9922520518302917,0.9993942975997925,0.024211503565311432,0.029580654576420784,0.004911888390779495,0.05253494903445244
63,0.9918604493141174,0.9993649125099182,0.027395954355597496,6.25000029685907e-05,0.4474972188472748,0.42006954550743103,0.5123456716537476,0.9932851195335388,0.9993991851806641,0.024559373036026955,0.02831275947391987,0.0033408310264348984,0.04074472188949585
64,0.9923772811889648,0.9994608759880066,0.025997215881943703,6.25000029685907e-05,0.46919116377830505,0.4432096481323242,0.5211835503578186,0.9932851195335388,0.9994104504585266,0.024487601593136787,0.02808796986937523,0.003208157606422901,0.04313243553042412
65,0.9923772811889648,0.9993422031402588,0.025654353201389313,6.25000029685907e-05,0.47436416149139404,0.4486573040485382,0.5223515033721924,0.9922520518302917,0.9994131922721863,0.024113930761814117,0.026946576312184334,0.002456314628943801,0.03749692440032959
66,0.9923772811889648,0.9994813799858093,0.025164000689983368,6.25000029685907e-05,0.4580003023147583,0.43284741044044495,0.5114309191703796,0.9932851195335388,0.9994185566902161,0.024177884683012962,0.028198117390275,0.003689385950565338,0.0467417873442173
67,0.9921188354492188,0.9995657801628113,0.024042697623372078,6.25000029685907e-05,0.45793068408966064,0.43386030197143555,0.5163394808769226,0.9927685856819153,0.9994115829467773,0.024035971611738205,0.030244261026382446,0.005814752541482449,0.06400232017040253
68,0.9932816624641418,0.9993954300880432,0.024210723116993904,6.25000029685907e-05,0.4567672312259674,0.4324706792831421,0.5120266079902649,0.9927685856819153,0.9994072914123535,0.024170881137251854,0.028499696403741837,0.003960789646953344,0.048986125737428665
69,0.9916020631790161,0.9994632005691528,0.02650306560099125,6.25000029685907e-05,0.4548109769821167,0.42833977937698364,0.5107046961784363,0.9932851195335388,0.9994105100631714,0.02468106895685196,0.028375837951898575,0.0032742780167609453,0.04534519463777542
70,0.9921188354492188,0.999386191368103,0.026758287101984024,6.25000029685907e-05,0.4644935727119446,0.437674880027771,0.5184115171432495,0.9932851195335388,0.9994164705276489,0.02470521815121174,0.03218493610620499,0.007022112607955933,0.07227923721075058
71,0.9923772811889648,0.9993080496788025,0.0258330088108778,3.125000148429535e-05,0.4429713785648346,0.41712868213653564,0.5082606077194214,0.9927685856819153,0.9994153380393982,0.024272913113236427,0.03095971792936325,0.00625631446018815,0.06634962558746338
72,0.9923772811889648,0.999473512172699,0.025465352460741997,3.125000148429535e-05,0.4588940739631653,0.4334002733230591,0.5137478113174438,0.9927685856819153,0.9994094371795654,0.024387117475271225,0.027871621772646904,0.0030751244630664587,0.044347651302814484
73,0.9908268451690674,0.9994179606437683,0.027216549962759018,3.125000148429535e-05,0.441135972738266,0.413937509059906,0.5054368376731873,0.9927685856819153,0.9994117021560669,0.024433331564068794,0.029014190658926964,0.004149965010583401,0.055177804082632065
74,0.9913436770439148,0.9993428587913513,0.028482984751462936,3.125000148429535e-05,0.4509660601615906,0.4225127696990967,0.509946882724762,0.9927685856819153,0.9994083642959595,0.024249622598290443,0.02805628627538681,0.00342805334366858,0.04690420255064964
75,0.9926356673240662,0.9995173811912537,0.024285659193992615,3.125000148429535e-05,0.4406304955482483,0.4163808226585388,0.5048540234565735,0.9932851195335388,0.9994121193885803,0.024319425225257874,0.02828727662563324,0.0035524333361536264,0.050199415534734726
76,0.9918604493141174,0.9994593858718872,0.02561262622475624,1.5625000742147677e-05,0.4460301697254181,0.42034217715263367,0.504050612449646,0.9932851195335388,0.9994127154350281,0.024180009961128235,0.02861981838941574,0.004032624885439873,0.05509082227945328
77,0.9923772811889648,0.9994671940803528,0.025223398581147194,1.5625000742147677e-05,0.4429973065853119,0.4177263677120209,0.5047441124916077,0.9932851195335388,0.999419093132019,0.024257127195596695,0.028034061193466187,0.0033727711997926235,0.04739328473806381
